round,frame_id,object,action,rule_or_reason
frame_0107.jpg,xe con nhòe gần mép phải,thêm mới,Thấy thân xe và đủ ranh giới theo GUIDELINE_LABEL.md
frame_0182.jpg,xe con nhòe góc phải,thêm mới,Thấy thân xe và đủ ranh giới theo GUIDELINE_LABEL.md
frame_0187.jpg,xe nhòe góc phải,thêm mới,Thấy thân xe và đủ ranh giới theo GUIDELINE_LABEL.md
